+-------------------------------------------------------------------------------------------------------------------------------------------------+--------------------------------------+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+--------------------+---------------------+-------------------------------------------------------------------------------------------------------------------------------------------------+
| resource_name                                                                                                                                   | id                                   | resource_status_reason                                                                                                                                                                                                                | resource_status    | event_time          | stack_name                                                                                                                                      |
| ObjectStorageAllNodesValidationDeployment                                                                                                       | c98524a5-5a7f-4510-9ae0-68be9cbaed8e | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:23:00 | overcloud                                                                                                                                       |
| CephStorageAllNodesValidationDeployment                                                                                                         | bdf5b182-6a52-4c2c-a653-c44c3706b420 | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:23:00 | overcloud                                                                                                                                       |
| BlockStorageAllNodesValidationDeployment                                                                                                        | 8e8aeaec-48ac-4dde-93ca-0dc742e033d3 | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:23:00 | overcloud                                                                                                                                       |
| 2                                                                                                                                               | 3e9f67ec-a477-4978-91bf-a5d132c4c3c9 | Signal: deployment succeeded                                                                                                                                                                                                          | SIGNAL_IN_PROGRESS | 2016-12-02T09:23:14 | overcloud-ControllerSwiftDeployment-ayvrplizazfb                                                                                                |
| 2                                                                                                                                               | 61191608-c084-4edf-98ca-cbef510eb04b | Signal: deployment succeeded                                                                                                                                                                                                          | SIGNAL_IN_PROGRESS | 2016-12-02T09:23:14 | overcloud-ControllerBootstrapNodeDeployment-fulaijctayid                                                                                        |
| 2                                                                                                                                               | 8ab92729-c96b-4d0a-9948-23c286b151d8 | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:23:14 | overcloud-ControllerBootstrapNodeDeployment-fulaijctayid                                                                                        |
| 2                                                                                                                                               | da48a485-06db-4164-a472-2af3b1baae38 | Signal: deployment succeeded                                                                                                                                                                                                          | SIGNAL_IN_PROGRESS | 2016-12-02T09:23:14 | overcloud-ControllerClusterDeployment-tdurx7huxqno                                                                                              |
| 2                                                                                                                                               | 8e5d8841-dcad-4757-99f0-59d273fac18d | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:23:15 | overcloud-ControllerSwiftDeployment-ayvrplizazfb                                                                                                |
| 2                                                                                                                                               | 50563ec8-4576-4aa4-869c-9d45fdfe6501 | Signal: deployment succeeded                                                                                                                                                                                                          | SIGNAL_IN_PROGRESS | 2016-12-02T09:23:15 | overcloud-VipDeployment-wg3n4qpth5x4                                                                                                            |
| 2                                                                                                                                               | eac6200a-4625-4640-8b95-128f71af36dc | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:23:15 | overcloud-VipDeployment-wg3n4qpth5x4                                                                                                            |
| 2                                                                                                                                               | 87abaa7b-c7ee-4f53-ac3c-a8f6c9455073 | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:23:15 | overcloud-ControllerClusterDeployment-tdurx7huxqno                                                                                              |
| 0                                                                                                                                               | a86e73fa-578c-4f25-8b83-e53a7e8e13d4 | Signal: deployment succeeded                                                                                                                                                                                                          | SIGNAL_IN_PROGRESS | 2016-12-02T09:23:16 | overcloud-ComputeAllNodesDeployment-janvjecznm53                                                                                                |
| 0                                                                                                                                               | 4b6f0ca3-3ca0-4255-a107-258398ad7450 | Signal: deployment succeeded                                                                                                                                                                                                          | SIGNAL_IN_PROGRESS | 2016-12-02T09:23:17 | overcloud-ComputeCephDeployment-d4iba7ljypdy                                                                                                    |
| 0                                                                                                                                               | dc996c0f-77cf-467b-ab21-6afb80b42a91 | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:23:17 | overcloud-ComputeAllNodesDeployment-janvjecznm53                                                                                                |
| 0                                                                                                                                               | 47c1332c-6dc9-4b46-9269-47ffd2f49c0c | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:23:18 | overcloud-ComputeCephDeployment-d4iba7ljypdy                                                                                                    |
| ComputeCephDeployment                                                                                                                           | ca9c7a5d-3df4-401c-81c0-bb4d0bc2d485 | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:23:33 | overcloud                                                                                                                                       |
| 1                                                                                                                                               | 8bf014fe-7bbe-42ad-9cc0-87861d158ec7 | Signal: deployment succeeded                                                                                                                                                                                                          | SIGNAL_IN_PROGRESS | 2016-12-02T09:23:33 | overcloud-ComputeCephDeployment-d4iba7ljypdy                                                                                                    |
| 1                                                                                                                                               | c5831acc-b8d6-48e7-8448-8192a2082ecd | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:23:33 | overcloud-ComputeCephDeployment-d4iba7ljypdy                                                                                                    |
| overcloud-ComputeCephDeployment-d4iba7ljypdy                                                                                                    | 6d3c4c7e-0c16-4e66-ad76-a23955d17083 | Stack CREATE completed successfully                                                                                                                                                                                                   | CREATE_COMPLETE    | 2016-12-02T09:23:33 | overcloud-ComputeCephDeployment-d4iba7ljypdy                                                                                                    |
| 1                                                                                                                                               | d3c2727b-ff52-4e38-a8d2-076b07318887 | Signal: deployment succeeded                                                                                                                                                                                                          | SIGNAL_IN_PROGRESS | 2016-12-02T09:23:33 | overcloud-ComputeAllNodesDeployment-janvjecznm53                                                                                                |
| 1                                                                                                                                               | 23346dff-ea17-401b-ba01-2cd6b86e9546 | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:23:33 | overcloud-ComputeAllNodesDeployment-janvjecznm53                                                                                                |
| overcloud-ComputeAllNodesDeployment-janvjecznm53                                                                                                | 2eceffc1-8cf3-4b5c-8f2e-9e54a2b1b41b | Stack CREATE completed successfully                                                                                                                                                                                                   | CREATE_COMPLETE    | 2016-12-02T09:23:33 | overcloud-ComputeAllNodesDeployment-janvjecznm53                                                                                                |
| ComputeAllNodesDeployment                                                                                                                       | f8e377d4-bb9e-4ea3-a83c-6ea331f31af6 | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:23:34 | overcloud                                                                                                                                       |
| ComputeAllNodesValidationDeployment                                                                                                             | 3ff1730e-8740-4ea4-94d6-6b51c29446d3 | state changed                                                                                                                                                                                                                         | CREATE_IN_PROGRESS | 2016-12-02T09:23:34 | overcloud                                                                                                                                       |
| overcloud-ComputeAllNodesValidationDeployment-3cdjrwua5l5b                                                                                      | 332e349d-ad85-4485-b985-b1d444c13eca | Stack CREATE started                                                                                                                                                                                                                  | CREATE_IN_PROGRESS | 2016-12-02T09:23:35 | overcloud-ComputeAllNodesValidationDeployment-3cdjrwua5l5b                                                                                      |
| 1                                                                                                                                               | a8cb3871-67a7-4193-873f-12540da3f9c0 | state changed                                                                                                                                                                                                                         | CREATE_IN_PROGRESS | 2016-12-02T09:23:35 | overcloud-ComputeAllNodesValidationDeployment-3cdjrwua5l5b                                                                                      |
| 0                                                                                                                                               | 52db2050-df50-4ff3-a570-577522989a0e | state changed                                                                                                                                                                                                                         | CREATE_IN_PROGRESS | 2016-12-02T09:23:35 | overcloud-ComputeAllNodesValidationDeployment-3cdjrwua5l5b                                                                                      |
| 2                                                                                                                                               | 870ef151-d423-4e0b-8c85-d77c35c6a941 | Signal: deployment succeeded                                                                                                                                                                                                          | SIGNAL_IN_PROGRESS | 2016-12-02T09:23:36 | overcloud-ControllerCephDeployment-foy4hbapb7l5                                                                                                 |
| 2                                                                                                                                               | d2be9354-7133-4be3-8b14-d99a9b9729a8 | Signal: deployment succeeded                                                                                                                                                                                                          | SIGNAL_IN_PROGRESS | 2016-12-02T09:23:36 | overcloud-ControllerAllNodesDeployment-kbjskdk3g6qw                                                                                             |
| 2                                                                                                                                               | dac928e5-e6dd-4e08-87a1-313b9720ba38 | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:23:36 | overcloud-ControllerAllNodesDeployment-kbjskdk3g6qw                                                                                             |
| 2                                                                                                                                               | fc739730-8cc2-49bc-a4e5-fe0ea6675d6e | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:23:37 | overcloud-ControllerCephDeployment-foy4hbapb7l5                                                                                                 |
| 1                                                                                                                                               | 10cbf9be-4058-41ad-8de9-52b17cc17a3e | Signal: deployment succeeded                                                                                                                                                                                                          | SIGNAL_IN_PROGRESS | 2016-12-02T09:23:40 | overcloud-ControllerAllNodesDeployment-kbjskdk3g6qw                                                                                             |
| 1                                                                                                                                               | d0fac23d-4f68-4588-83ac-753c472bd06f | Signal: deployment succeeded                                                                                                                                                                                                          | SIGNAL_IN_PROGRESS | 2016-12-02T09:23:41 | overcloud-ControllerBootstrapNodeDeployment-fulaijctayid                                                                                        |
| 0                                                                                                                                               | 730bb7a4-2a5e-4a1b-817c-039c32615e6f | Signal: deployment succeeded                                                                                                                                                                                                          | SIGNAL_IN_PROGRESS | 2016-12-02T09:23:41 | overcloud-ControllerBootstrapNodeDeployment-fulaijctayid                                                                                        |
| 1                                                                                                                                               | ea35a121-9835-426a-bd62-a0dd5ce5068b | Signal: deployment succeeded                                                                                                                                                                                                          | SIGNAL_IN_PROGRESS | 2016-12-02T09:23:41 | overcloud-ControllerCephDeployment-foy4hbapb7l5                                                                                                 |
| 0                                                                                                                                               | 37a86bd9-6848-4770-8339-74cbf54dcd11 | Signal: deployment succeeded                                                                                                                                                                                                          | SIGNAL_IN_PROGRESS | 2016-12-02T09:23:41 | overcloud-ControllerAllNodesDeployment-kbjskdk3g6qw                                                                                             |
| 1                                                                                                                                               | 4c7e3cf3-886f-4086-aa11-7af03841b785 | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:23:41 | overcloud-ControllerAllNodesDeployment-kbjskdk3g6qw                                                                                             |
| 0                                                                                                                                               | e1fff798-90ef-4ce1-a651-7916a249d5d3 | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:23:41 | overcloud-ControllerAllNodesDeployment-kbjskdk3g6qw                                                                                             |
| overcloud-ControllerAllNodesDeployment-kbjskdk3g6qw                                                                                             | 6299bf3f-c23b-4142-90fd-8e085d70257c | Stack CREATE completed successfully                                                                                                                                                                                                   | CREATE_COMPLETE    | 2016-12-02T09:23:41 | overcloud-ControllerAllNodesDeployment-kbjskdk3g6qw                                                                                             |
| ControllerBootstrapNodeDeployment                                                                                                               | 63a4e05e-8aef-4b26-8297-4217740d4554 | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:23:42 | overcloud                                                                                                                                       |
| ControllerAllNodesDeployment                                                                                                                    | 58450e7a-a262-4068-a3df-10dc1101768a | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:23:42 | overcloud                                                                                                                                       |
| ControllerAllNodesValidationDeployment                                                                                                          | ad8feae5-4296-4f12-b970-3631d2f04869 | state changed                                                                                                                                                                                                                         | CREATE_IN_PROGRESS | 2016-12-02T09:23:42 | overcloud                                                                                                                                       |
| 1                                                                                                                                               | 5b066b5f-13f1-456c-8753-ef3b1c5eddbf | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:23:42 | overcloud-ControllerBootstrapNodeDeployment-fulaijctayid                                                                                        |
| 0                                                                                                                                               | f4a22671-fc0e-4d43-9327-ff0de76143a1 | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:23:42 | overcloud-ControllerBootstrapNodeDeployment-fulaijctayid                                                                                        |
| overcloud-ControllerBootstrapNodeDeployment-fulaijctayid                                                                                        | d50fc824-3d91-482c-bd0a-eaf9605a9325 | Stack CREATE completed successfully                                                                                                                                                                                                   | CREATE_COMPLETE    | 2016-12-02T09:23:42 | overcloud-ControllerBootstrapNodeDeployment-fulaijctayid                                                                                        |
| overcloud-ControllerAllNodesValidationDeployment-dbqs2qmjqjci                                                                                   | 3b11cd3d-0c8f-4738-9641-f1649ab25af1 | Stack CREATE started                                                                                                                                                                                                                  | CREATE_IN_PROGRESS | 2016-12-02T09:23:42 | overcloud-ControllerAllNodesValidationDeployment-dbqs2qmjqjci                                                                                   |
| 1                                                                                                                                               | 64284b92-2f8c-4d28-9a0b-e350fe9134c6 | state changed                                                                                                                                                                                                                         | CREATE_IN_PROGRESS | 2016-12-02T09:23:42 | overcloud-ControllerAllNodesValidationDeployment-dbqs2qmjqjci                                                                                   |
| 0                                                                                                                                               | 359c8dd8-a15f-4167-b61b-0ac6d996a683 | Signal: deployment succeeded                                                                                                                                                                                                          | SIGNAL_IN_PROGRESS | 2016-12-02T09:23:42 | overcloud-ControllerCephDeployment-foy4hbapb7l5                                                                                                 |
| 1                                                                                                                                               | 0a8c7adf-b377-4a03-a58a-7babef9d503d | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:23:42 | overcloud-ControllerCephDeployment-foy4hbapb7l5                                                                                                 |
| 0                                                                                                                                               | 5d33a0dc-5c3f-4f9c-8bff-22a0b3da3845 | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:23:42 | overcloud-ControllerCephDeployment-foy4hbapb7l5                                                                                                 |
| overcloud-ControllerCephDeployment-foy4hbapb7l5                                                                                                 | 8e80318c-a0f8-4238-8f02-dbaf7059c443 | Stack CREATE completed successfully                                                                                                                                                                                                   | CREATE_COMPLETE    | 2016-12-02T09:23:42 | overcloud-ControllerCephDeployment-foy4hbapb7l5                                                                                                 |
| 1                                                                                                                                               | bbfe952d-7f42-43a2-a2fb-cf133f2acb65 | Signal: deployment succeeded                                                                                                                                                                                                          | SIGNAL_IN_PROGRESS | 2016-12-02T09:23:42 | overcloud-ControllerClusterDeployment-tdurx7huxqno                                                                                              |
| 0                                                                                                                                               | c5f929d6-b2ed-40be-b3df-753afdefac53 | Signal: deployment succeeded                                                                                                                                                                                                          | SIGNAL_IN_PROGRESS | 2016-12-02T09:23:42 | overcloud-ControllerClusterDeployment-tdurx7huxqno                                                                                              |
| 1                                                                                                                                               | 76f0ddbd-b67b-4f57-82a7-d595829ac89d | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:23:42 | overcloud-ControllerClusterDeployment-tdurx7huxqno                                                                                              |
| 0                                                                                                                                               | 6174fb50-00a9-4a77-ba00-4de0606a30e5 | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:23:42 | overcloud-ControllerClusterDeployment-tdurx7huxqno                                                                                              |
| overcloud-ControllerClusterDeployment-tdurx7huxqno                                                                                              | 6ee83e20-711e-4b41-8f56-fa0476582bac | Stack CREATE completed successfully                                                                                                                                                                                                   | CREATE_COMPLETE    | 2016-12-02T09:23:42 | overcloud-ControllerClusterDeployment-tdurx7huxqno                                                                                              |
| ControllerClusterDeployment                                                                                                                     | cb45192a-44fe-417e-9d1b-86359b7d9e00 | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:23:43 | overcloud                                                                                                                                       |
| ControllerCephDeployment                                                                                                                        | 52071b95-dc43-4de3-b163-a59331e07d10 | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:23:43 | overcloud                                                                                                                                       |
| 1                                                                                                                                               | 85a022bf-c21d-4f33-9e22-eb3db7bbb2bc | Signal: deployment succeeded                                                                                                                                                                                                          | SIGNAL_IN_PROGRESS | 2016-12-02T09:23:43 | overcloud-ControllerSwiftDeployment-ayvrplizazfb                                                                                                |
| 0                                                                                                                                               | c54622f3-a51b-4865-9dfe-beaccbe49035 | Signal: deployment succeeded                                                                                                                                                                                                          | SIGNAL_IN_PROGRESS | 2016-12-02T09:23:43 | overcloud-ControllerSwiftDeployment-ayvrplizazfb                                                                                                |
| 1                                                                                                                                               | b052171c-6f26-4077-802d-d0d91489a0a1 | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:23:44 | overcloud-ControllerSwiftDeployment-ayvrplizazfb                                                                                                |
| 0                                                                                                                                               | 83662112-ad8d-42b4-b83f-64c53df6f945 | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:23:44 | overcloud-ControllerSwiftDeployment-ayvrplizazfb                                                                                                |
| overcloud-ControllerSwiftDeployment-ayvrplizazfb                                                                                                | ff2c82fd-aa70-495d-bd4c-3476aace2c2a | Stack CREATE completed successfully                                                                                                                                                                                                   | CREATE_COMPLETE    | 2016-12-02T09:23:44 | overcloud-ControllerSwiftDeployment-ayvrplizazfb                                                                                                |
| 0                                                                                                                                               | 6cf92613-c36a-463c-9603-2009a11f2d61 | state changed                                                                                                                                                                                                                         | CREATE_IN_PROGRESS | 2016-12-02T09:23:44 | overcloud-ControllerAllNodesValidationDeployment-dbqs2qmjqjci                                                                                   |
| 1                                                                                                                                               | d2381660-842f-4021-9889-b51203da2bb6 | Signal: deployment succeeded                                                                                                                                                                                                          | SIGNAL_IN_PROGRESS | 2016-12-02T09:23:44 | overcloud-VipDeployment-wg3n4qpth5x4                                                                                                            |
| 0                                                                                                                                               | 4f4d05e7-28f5-4034-9280-5fdf180b9602 | Signal: deployment succeeded                                                                                                                                                                                                          | SIGNAL_IN_PROGRESS | 2016-12-02T09:23:44 | overcloud-VipDeployment-wg3n4qpth5x4                                                                                                            |
| 1                                                                                                                                               | a45e0af8-b373-4bf6-a064-520c24a48a5a | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:23:44 | overcloud-VipDeployment-wg3n4qpth5x4                                                                                                            |
| 0                                                                                                                                               | c0e638f5-68ce-4673-9539-7e8aeced5a00 | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:23:44 | overcloud-VipDeployment-wg3n4qpth5x4                                                                                                            |
| overcloud-VipDeployment-wg3n4qpth5x4                                                                                                            | 117de696-3021-434c-ae1a-c72fd1f7ca84 | Stack CREATE completed successfully                                                                                                                                                                                                   | CREATE_COMPLETE    | 2016-12-02T09:23:44 | overcloud-VipDeployment-wg3n4qpth5x4                                                                                                            |
| 1                                                                                                                                               | 458ae360-8c1b-45a8-9cb3-cae7c1e438fd | Signal: deployment succeeded                                                                                                                                                                                                          | SIGNAL_IN_PROGRESS | 2016-12-02T09:23:44 | overcloud-ComputeAllNodesValidationDeployment-3cdjrwua5l5b                                                                                      |
| VipDeployment                                                                                                                                   | db8d0886-878a-421d-b631-d43aad388186 | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:23:45 | overcloud                                                                                                                                       |
| ControllerSwiftDeployment                                                                                                                       | d38396d7-4491-48b2-ad4f-10ff41cd09e2 | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:23:45 | overcloud                                                                                                                                       |
| 2                                                                                                                                               | 3cac6378-9e44-4c90-a9f4-76ba76311b76 | state changed                                                                                                                                                                                                                         | CREATE_IN_PROGRESS | 2016-12-02T09:23:45 | overcloud-ControllerAllNodesValidationDeployment-dbqs2qmjqjci                                                                                   |
| 1                                                                                                                                               | a6d0dfff-c557-4d95-a51c-bdb0a6be0634 | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:23:45 | overcloud-ComputeAllNodesValidationDeployment-3cdjrwua5l5b                                                                                      |
| ComputeAllNodesValidationDeployment                                                                                                             | 5633ca2b-3420-4e0d-b1d1-760682f92f06 | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:23:59 | overcloud                                                                                                                                       |
